"id","vecino_1","vecino_2","vecino_3","vecino_4","vecino_5","dist_vecino_1","dist_vecino_2","dist_vecino_3","dist_vecino_4","dist_vecino_5","monto_promedio","distancia_promedio","promedio_por_pedido","ganancia"
20854,202100,23656,4876,296510,9568,0.0307015870424411,0.0319715575687468,0.0679766871851567,0.0879467686295702,0.105306410760186,199125.529018483,0.0647806022372202,194279.055598875,4846.47341960797
20861,20830,14392,3327,18118,22085,0.110707403581015,0.113410661324293,0.117054714380882,0.121357379290877,0.122101942225325,176212.806074142,0.116926420160478,143794.946088246,32417.8599858958
20885,20846,282327,365,33158,132,0.0200507399830428,0.072235102071047,0.0812126505205487,0.0933570166813479,0.0993165968096888,159169.562677104,0.073234421213135,49455.8724747063,109713.690202398
20907,296510,9568,1593,17413,102,0.10011886340887,0.113596871152077,0.114373696542162,0.114995777435182,0.115592598238437,202664.471939723,0.111735561355346,200352.369571611,2312.10236811181
21042,27719,47975,77117,20863,19574,0.0605530466835183,0.071663906818282,0.0745540044104429,0.0750526176017897,0.0810502606665617,197569.544132439,0.0725747672361189,172501.398660187,25068.1454722516
21071,21761,297656,25445,234572,20279,0.0930635112188872,0.0978459287156137,0.116136864707965,0.119260278927436,0.120357095885436,180753.189774646,0.109332735891068,155269.474113909,25483.715660737
21097,265,107,20032,1174,883,0.0876121658636538,0.0879067267499717,0.0956441626707924,0.096952063624992,0.111471384716562,187672.591387535,0.0959173007251944,184575.73428297,3096.85710456522
21489,20258,8743,21119,19915,19014,0.0750678343136008,0.0819522716139788,0.0851596407726835,0.0881728351659165,0.0885910916410822,166660.300980162,0.0837887347014524,121722.327435758,44937.9735444041
21505,675,21528,35343,680,87369,0.117183292894897,0.118272441943606,0.118745002651019,0.128211651109577,0.138023160461481,187919.97655088,0.124087109812116,121806.276478747,66113.7000721328
21514,1449,23428,19588,264793,30657,0.0891585071561288,0.091800839110136,0.0937263104449343,0.0944687784539939,0.095723777775395,164543.937530544,0.0929756425881176,163869.40931643,674.528214113583
21527,247295,179254,16587,298063,287778,0.0520679139754046,0.0524003688964148,0.0564151121413385,0.0565885826239394,0.0569935687534606,186699.148745224,0.0548931092781116,167457.2210308,19241.9277144244
21713,24898,217109,175930,58287,192791,0.020829412434493,0.0324755707464937,0.0466929207851236,0.0525689122237928,0.0687067712084707,266462.213474927,0.0442547174796748,166776.620629074,99685.5928458526
21730,3527,2668,516,15537,989,0.0352697999940979,0.0691657495298996,0.0783140709194673,0.0807286493423667,0.0863076885180677,233559.406214574,0.0699571916607798,209321.5262885,24237.879926074
21734,1240,18839,31562,21115,33698,0.0541239818565086,0.0736565674558661,0.0753037088650267,0.075347973954273,0.0920650670741754,189878.157514442,0.07409945984117,149726.634254904,40151.5232595376
21773,90,21499,21743,20266,20159,0.096939273970414,0.128814276982558,0.135552701895817,0.13688950539476,0.137102466148401,206455.108082688,0.12705964487839,132823.092480555,73632.0156021332
22341,228666,24418,5208,22686,210759,0.0877121140410476,0.0983832295380998,0.10314652521588,0.103842221870134,0.107886917622848,210585.260993283,0.100194201657602,87872.4874131753,122712.773580107
22900,16494,18146,515,1042,806,0.107624143789587,0.108688653404348,0.109529937872241,0.11470687734663,0.118022354973236,211385.754850722,0.111714393477208,157147.795280581,54237.9595701415
23185,58265,23710,23706,2927,16006,0.173862939093829,0.188268863417373,0.191209052576011,0.199763460275287,0.204843165071467,196415.710991134,0.191589496086793,188567.287441099,7848.42355003519
23431,2623,23428,471,20284,58287,0.0662809581543927,0.0678971640073669,0.0686167111281988,0.0898464893908706,0.0900671919539072,176246.72245813,0.0765417029269472,149821.294730568,26425.427727562
23514,23723,3788,89084,23526,22492,0.216650494967126,0.23072812699379,0.237556331048281,0.238736429171242,0.257799302129666,183899.552847005,0.236294136862021,136897.382035319,47002.1708116857
23640,355153,267483,4558,7013,17434,0.0176955792810025,0.0274416569594925,0.0278767361672157,0.0853946446945735,0.0929268434902107,815465.537427092,0.050267092118499,463924.922490293,351540.614936799
23667,23657,32112,266164,2590,21051,0.123899375171802,0.126633540959081,0.14485263554138,0.147326301093151,0.148464034504289,180154.379914988,0.138235177453941,87984.1192064202,92170.260708568
23683,20625,20583,7894,298063,151384,0.0782168679554713,0.110756160047708,0.112527320407415,0.113455401787782,0.115019400875952,210108.943056831,0.105995030214866,187714.893085262,22394.0499715692
23961,23155,21487,24212,62,16173,0.140523376158441,0.17488040012823,0.178820084503382,0.191558686959864,0.204599418044095,182214.018217167,0.178076393158802,162188.299724165,20025.7184930024
23993,136700,881,33698,201,21115,0.0758538489882785,0.0909968664615709,0.100527085579233,0.100979346562043,0.103012220835129,193575.676330239,0.0942738736852509,158918.014285584,34657.6620446546
24204,437,48388,15412,23155,24212,0.0125777808534394,0.0826560322356067,0.191138791592775,0.265245376956367,0.304518105175219,241389.725630749,0.171227217362681,237772.379508224,3617.3461225252
24452,216522,8965,30754,64282,3645,0.0414321880731693,0.227827339054441,0.228970277240326,0.230426103344785,0.235494855694956,268357.490458827,0.192830152681535,217196.710865912,51160.7795929148
24904,155421,5760,271680,434,16330,0.0892238938322298,0.0918326621336529,0.110653988420349,0.117062814551362,0.121338036443426,201318.672661359,0.106022279076204,174346.587442141,26972.0852192184
25226,236982,24229,270425,26115,24724,0.0365887120727154,0.0486623351827918,0.0510061541834794,0.0517696403332177,0.0548852103530433,165038.040658593,0.0485824104250495,143187.368888645,21850.671769948
25943,22021,78364,7819,7039,50843,0.0903891758233003,0.0925986787115076,0.100136830730346,0.104790073097913,0.105954455044722,305039.125153682,0.0987738426815578,155419.87532718,149619.249826502
26502,185320,157188,4746,19557,176133,0.0739237047886641,0.0819248037171926,0.0830874455778382,0.0850344342938523,0.0853441003686054,216053.001903461,0.0818628977492305,134606.481038265,81446.5208651958
26645,124544,21487,3220,447,23155,0.0372993533363101,0.147180273380696,0.152887394014904,0.158211081390763,0.170304582717556,177303.248760566,0.133176536968046,169546.812018008,7756.43674255826
28455,2668,989,19626,3527,516,0.0901670264597969,0.0952984106454019,0.0972357590858129,0.0986485374601117,0.107067677753083,222629.184248344,0.0976834822808413,196300.064971234,26329.1192771104
29805,892,399,20159,17786,267,0.0821989647913475,0.0859009396618247,0.0954636860758578,0.0961376669444964,0.0963312057761435,209114.868125939,0.091206492649934,107418.376467175,101696.491658764
30458,33158,18119,365,182650,132,0.131665306268752,0.131706154686133,0.133494472112671,0.13354815233319,0.136458763223443,171794.43290864,0.133374569724838,165305.445594308,6488.98731433242
30668,48759,30754,202100,23656,242041,0.078472321522049,0.0974398027084707,0.142953088735692,0.143766901617285,0.158234915131387,181272.989007217,0.124173405942977,179080.899393834,2192.0896133832
30892,97,21078,18488,22017,461,0.066182085101969,0.072637878879264,0.11396024333242,0.127072728694226,0.129479167762224,201558.051277686,0.101866420754021,157160.825228061,44397.2260496246
32896,11792,18146,515,59140,15431,0.0663641683815783,0.0887345165095151,0.102391487450936,0.113974334339072,0.114528041367241,257829.942372559,0.0971985096096685,176593.30364046,81236.6387320988
32939,86422,223,745,431,3699,0.142807619220684,0.159188763217282,0.162564047152193,0.164382551877193,0.166320994964962,190961.721568687,0.159052795286463,184457.382145619,6504.33942306781
33406,270295,21078,97,442,27119,0.0750094749417034,0.113038095612199,0.117965418605358,0.148914163829088,0.154136844766611,213099.659706156,0.121812799550992,181611.006578312,31488.6531278436
38527,18140,15050,15434,19009,4068,0.0518575606967292,0.11426649356532,0.162944816828092,0.200083073240817,0.207650239181592,182900.226384395,0.14736043670251,171910.24573499,10989.9806494054
40394,291554,43630,16267,856,72053,0.00929793541411737,0.0772672072471655,0.0907380661725714,0.0930016007929908,0.0944674080447796,169932.802668876,0.0729544435343249,96873.5245675782,73059.278101298
45884,19316,19365,84995,126,796,0.0792305340430243,0.118045899171454,0.121277282403712,0.121959974574437,0.121973147706136,202566.412896415,0.112497367579753,178602.147723912,23964.265172503
46595,32390,16993,278510,15675,2420,0.106421717644918,0.109077088368288,0.113059394296912,0.1182352529135,0.118564582603452,205738.780208476,0.113071607165414,199901.985623582,5836.7945848942
47356,20600,26650,24229,88135,72183,0.124544944810747,0.124941386134868,0.127446731378265,0.128172646197106,0.128334869615046,171936.950013353,0.126688115627206,162517.439402157,9419.51061119579
47602,17490,217447,16475,47631,17650,0.0452712473944985,0.0500879269850656,0.071710653121378,0.0859609479234758,0.0957793820315262,201584.751038145,0.0697620314911888,148808.808791424,52775.9422467211
49065,243563,46057,553,276047,1848,0.110393086606459,0.118238447717132,0.127252600098187,0.132784311900566,0.133005519863227,211520.169332718,0.124334793237114,162390.997414679,49129.1719180389
50804,903,20600,2927,694,67275,0.0736506737874507,0.0764291630306778,0.0885137504840753,0.0923301355181659,0.0936897949636177,191487.626883659,0.0849227035567975,191253.947936646,233.678947012522
57763,32305,19540,264182,48223,297618,0.0885805918335615,0.0899608598603218,0.0979365625211589,0.0992169645503094,0.101054083748025,427763.830113795,0.0953498125026753,342410.832187967,85352.9979258283
66399,5027,78364,448,84856,83098,0.0737536332429926,0.102823515067556,0.104647310151726,0.106229006142836,0.107154421071355,243937.935697053,0.0989215771352931,58537.0890953395,185400.846601713
69387,228666,284793,5208,22686,5398,0.00590351365089936,0.0607370857702874,0.0754576202289337,0.0766413862186813,0.0779082025548677,211606.657719526,0.0593295616847339,149375.211526023,62231.4461935032
69455,22073,182650,745,18226,86295,0.00460953607069699,0.132992255364194,0.137548547331315,0.138445401785833,0.143603736173185,213373.137082701,0.111439895345045,177237.330323584,36135.8067591174
72208,20852,24433,24224,26104,6755,0.0591705559877434,0.0857635382045431,0.0858465187099562,0.110537717939912,0.118279796434493,194141.282349932,0.0919196254553295,175123.33793895,19017.944410982
88144,15821,194,17961,245,883,0.0353435719411977,0.0688643214892105,0.0735614855670401,0.0858857353257297,0.0925224362172003,168237.537524035,0.0712355101080757,153466.9680718,14770.5694522352
89009,52610,17961,16287,2640,194,0.0147630171787064,0.0934282944073388,0.100101842786863,0.11100688201287,0.11231333160881,240676.333197262,0.0863226735989176,231318.697799244,9357.63539801759
89065,15666,56428,37744,479,73076,0.0748822778605176,0.124127692698848,0.129295370974097,0.132965927591503,0.142687493200933,270563.998636378,0.12079175246518,146018.729450495,124545.269185883
96196,85645,468,448,27828,84856,0.0788532603637067,0.0811425345187021,0.0966933321171737,0.0982015106121329,0.104124538059974,210827.705026681,0.0918030351343379,125977.382063258,84850.3229634232
97439,989,14702,516,16643,10256,0.061050195772068,0.0618900700763121,0.0714124166227305,0.075362074739207,0.0801740254852534,201992.474646608,0.0699777565391142,141708.25754019,60284.217106418
98481,26104,4876,8743,24224,24131,0.106082812934177,0.113073063302671,0.114278240046064,0.122474007522741,0.136204999850071,135060.782764701,0.118422624731145,65233.713072973,69827.0696917281
106736,22287,2762,213614,508,18125,0.0616624374326414,0.123618794096669,0.125788577177208,0.148213016408791,0.148822974252743,210787.245504023,0.12162115987361,122018.524521583,88768.7209824397
127007,18823,241665,286466,253902,274889,0.10699015559937,0.112477575818932,0.113885546328796,0.116919096576597,0.117646708986028,202748.936299313,0.113583816661945,148038.964255786,54709.9720435272
127020,18826,2734,188,20258,726,0.0995984794063592,0.116760022425289,0.118499538491413,0.119163336100736,0.120840491121261,203150.253239117,0.114972373509012,154768.215522359,48382.0377167582
128200,15331,16264,3931,19320,75545,0.0411675430358677,0.0463982464819723,0.0516539579516007,0.0542911672390163,0.0660234269971179,199906.261385461,0.051906868341115,150137.275861321,49768.9855241402
136769,87369,296524,249055,75545,264,0.109416794644564,0.136982239427309,0.139213810252405,0.143295980329576,0.144313397853729,209215.591732474,0.134644444501517,133503.617962464,75711.9737700104
163837,18165,793,295316,21803,79249,0.0839578121013637,0.158435526702546,0.161208779136143,0.17635809281704,0.177160021840136,434793.234930532,0.151424046519446,172024.584341791,262768.650588741
168946,22474,24432,77117,19588,4268,0.0625365372277377,0.0692262200158852,0.0695697979109078,0.0827167627709493,0.083791409776818,228714.256185954,0.0735681455404596,180802.173894962,47912.082290992
176237,68231,20,264793,21477,69499,0.0733762329326737,0.0876124376125009,0.0967118220806761,0.0993319772813062,0.0999902851696077,186045.615124042,0.0914045510153529,163529.270353586,22516.3447704556
185311,22333,264,15331,3931,16264,0.0390441582812862,0.0548184614114659,0.057297552350173,0.0615814223297205,0.0770327010471834,186587.359474735,0.0579548590839658,167447.915337647,19139.4441370884
192520,20846,2683,18119,189706,350,0.0985713579801676,0.105253277591398,0.111873775326358,0.113915994166863,0.11569693353181,181252.550846371,0.109062267719319,180413.116128231,839.434718139993
194689,18175,16086,15421,23939,268,0.00324371482474148,0.103778958003474,0.11738268385875,0.125560865574547,0.136848645334772,203600.17370754,0.0973629735192569,157895.744153799,45704.4295537406
197022,383,380,19003,214795,32624,0.102838879297527,0.134357998922415,0.153243627370607,0.158638880266787,0.164393732652585,158112.73413217,0.142694623701984,110397.389618698,47715.3445134718
199010,264265,126081,132936,236836,191164,0.257945990090318,0.269134851285394,0.280551425846996,0.2978589818532,0.301087071204189,186975.735109032,0.281315664056019,160019.663532424,26956.0715766082
200699,21119,89,32336,284990,8743,0.0485700989906609,0.0729814761515987,0.0744343117839494,0.0758417317353662,0.0763266210666823,217672.770630328,0.0696308479456515,103824.971335664,113847.799294664
202388,17793,18013,202359,32855,18825,0.115623935372764,0.118372729059689,0.128171510098339,0.130901010097137,0.138334928932306,213374.147486095,0.126280822712047,179557.165430763,33816.982055332
204704,19557,47816,185320,10547,58287,0.0315279943703564,0.044290446906021,0.0526016363621019,0.0547626548488561,0.0554753805966737,221518.460327293,0.0477316226168018,218103.037671153,3415.42265614041
207601,23926,15683,32,102,15999,0.129178382962779,0.181520252927147,0.196067254064319,0.196579644417454,0.215626195254691,222311.449237429,0.183794345925278,139769.085536822,82542.3637006074
209156,18647,482,10682,2615,44920,0.0743594008052303,0.119671690556669,0.14762454458843,0.155873282621534,0.169123150661494,154517.477066986,0.133330413846671,143382.749898597,11134.7271683891
210790,274753,27972,18129,22316,31605,0.0938895066699497,0.103447966053317,0.108374809699823,0.10838583132382,0.120301512041161,168788.233393575,0.106879925157614,141816.740796786,26971.4925967887
216211,293024,583,136966,266210,81062,0.0744455900437929,0.0894153912678943,0.0924800897154962,0.0924810568963468,0.0979898284462554,562612.888056135,0.0893623912739571,131638.480279156,430974.407776979
216271,86401,24023,407,687,2780,0.0688801345447888,0.096499813980212,0.137670181424217,0.140374528550775,0.143030096581065,173943.274590649,0.117290951016212,158869.39291369,15073.881676959
221801,73243,284793,75545,151328,491,0.0778812697345953,0.0818481798267557,0.0854306983617148,0.0883899766234629,0.0931760091994655,202028.761284193,0.0853452267491988,155953.534219419,46075.2270647736
223996,18705,18872,734,18826,22214,0.00532736083162955,0.0926278820777179,0.139209204893705,0.16110964845154,0.161222261297602,227385.826634056,0.111899271510439,173814.894296491,53570.9323375654
225923,15412,437,48388,24212,23155,0.0486748652533928,0.172669742443632,0.220813541487786,0.223305345435129,0.236878467336934,241389.725630749,0.180468392391375,103953.842115476,137435.883515273
226077,18840,90,21743,21994,399,0.116031942439211,0.116407394772011,0.127740408201251,0.128169923051124,0.129633577002415,216257.103925911,0.123596649093202,130777.286222881,85479.8177030296
231076,543,14391,17,40001,24,0.0587224814688489,0.0749877026060897,0.0865525993567058,0.102339290599279,0.114734337633843,178795.349465411,0.0874672823329533,55093.6618370399,123701.687628371
234862,57014,15306,214799,14515,20080,0.0382733089981962,0.0384658091272936,0.0487655155145214,0.101914588132877,0.127896396080778,224984.168295568,0.0710631235707332,156796.652068405,68187.5162271634
247562,16643,63388,21976,452,1413,0.0707549720476356,0.101056376578494,0.101813711019724,0.104244633387514,0.106106155470635,136168.589241713,0.0967951697008005,94019.4278746397,42149.1613670733
249016,299243,253902,503,278352,44268,0.0219600384264521,0.0869893156682544,0.0897047975560595,0.0901986361240346,0.103352082342889,162653.307885344,0.0784409740235379,85757.9101445272,76895.3977408173
249094,5357,15524,2669,518,62,0.0594569367908934,0.0763924729168651,0.0903400265535835,0.100286032606115,0.105579422780025,196670.719921584,0.0864109783294964,114484.836190905,82185.8837306788
253818,19574,250399,21764,19557,27719,0.0376582168103907,0.0438395073333384,0.0478250330943997,0.0481627241472658,0.0493005250617064,192691.335874393,0.0453572012894202,141736.718084271,50954.6177901216
253852,17313,294122,17627,224,16572,0.10767740801666,0.143023323247045,0.148730434271992,0.150346872125796,0.151476264768169,184053.331793129,0.140250860485932,143886.135504663,40167.1962884662
253925,5357,19640,16980,15317,16993,0.101177512185063,0.106646421032306,0.113727204013705,0.11380309555876,0.119213775573176,208937.750524185,0.110913601672602,173970.217622337,34967.5329018478
258560,16986,10682,44920,30061,40982,0.0358223505562433,0.120665911842256,0.13645327026336,0.157425403033842,0.160833221380888,191722.13940222,0.122240031415318,149352.558522741,42369.5808794795
261873,21064,224287,24230,39358,198927,0.0489423260360882,0.0533843223606982,0.0545788950775211,0.0568125323223001,0.0596795857557974,192951.216874769,0.054679532310481,174856.385257988,18094.831616781
264728,151294,67280,16330,23,926,0.0590548017221727,0.083688001622169,0.0871791632481952,0.087818839397068,0.0929314379386197,231820.055294832,0.0821344487856449,215667.742091898,16152.3132029344
266085,270459,224384,135421,22039,209254,0.0622202550634773,0.104670419921059,0.143972704015338,0.163419464590267,0.224203583701295,158500.827688679,0.139697285458287,58184.3543552926,100316.473333387
266301,274753,31605,27972,29641,264182,0.10002382407914,0.103007275235195,0.106225101665772,0.112309302522704,0.112369192234513,355808.494677573,0.106786939147465,77187.5275836011,278620.967093971
269175,221,806,14515,59140,15302,0.0103244155810054,0.0657464548836581,0.0890904527839266,0.100054758936621,0.109547274728559,198868.171686882,0.074952671382754,175039.386505102,23828.7851817798
274886,213614,122710,126,687,14288,0.0737656928487606,0.0738473674073866,0.0834892184466061,0.0902139517486071,0.0931585447383595,239282.450442298,0.082894955037944,166010.315940491,73272.134501807
276107,18638,15841,189,21051,502,0.0942215234176852,0.104675670659635,0.105246842865153,0.112808323927264,0.126659575385501,191964.467900507,0.108722387251048,104325.838465954,87638.6294345534
276323,19316,234794,112804,2501,354,0.0837942530592169,0.117686651464221,0.121031919536324,0.122288314871843,0.127574739827088,185803.089813758,0.114475175751739,101970.474214272,83832.6155994858
282488,16993,48490,32390,18348,15317,0.0737483934537556,0.0833862500220487,0.0851420382468489,0.0942165837805043,0.100372337637407,275154.516432036,0.0873731206281129,242713.979017188,32440.5374148484
282509,502,18341,7013,18638,19528,0.0963182969264503,0.0965326298187043,0.106414046725974,0.123624503055527,0.126079106817587,184761.827741252,0.109793716668849,121269.018700098,63492.8090411542
282510,299144,83,50834,21055,18338,0.101375101968308,0.10320284069578,0.114375584765216,0.117206951031285,0.125639870542006,289477.787420604,0.112360069800519,120592.908938225,168884.878482379
282656,15821,194,17961,245,5654,0.0008153426939859,0.0756727361410979,0.0821815999690735,0.0930359345843424,0.0994979032255257,165456.875037801,0.0702407033228051,160532.791526438,4924.08351136339
286558,264182,48223,64,297656,65598,0.0570835094498857,0.059508667537672,0.0709085238018477,0.111133827551686,0.114030946220403,425250.149693829,0.0825330949122989,117689.512063597,307560.637630232
286574,51545,4981,19554,279,21994,0.0632606833083392,0.0857081826667276,0.103698571291403,0.120373753520425,0.132257573246386,230597.663578612,0.101059752806656,206138.095326762,24459.5682518504
286584,213614,22287,2762,508,16982,0.116608418175746,0.119895873186327,0.128073938818797,0.142896910792865,0.144056326073706,236117.206059447,0.130306293409488,225964.110290049,10153.095769398
289117,15421,3299,380,16086,19003,0.150086344178195,0.165338972773054,0.17554048932673,0.177276592878895,0.186540237642567,175177.077388349,0.170956527359888,82423.5133143294,92753.5640740196
289300,543,463,14391,128290,40001,0.145295939972343,0.150149222315715,0.152164160577508,0.154888644648025,0.159205824418617,143179.854632159,0.152340758386442,118682.200399837,24497.6542323218
297570,2264,3563,209049,26635,3113,0.0466154655624842,0.0526271410289849,0.0583187104034335,0.0672217248421701,0.0794862076157834,145594.350909189,0.0608538498905712,120933.643622938,24660.7072862515
299252,207629,20303,21119,20258,19915,0.0578831400072134,0.0665524931443027,0.0760007063857076,0.0797806843259154,0.0840602267386176,218063.215784272,0.0728554501203513,128928.448099203,89134.767685069
